P: I: D: Error: command:
P: I: D: Error: command:
P: I: D: Error: command:
P: I: D: Error: command:
P: I: D: Error: command:
P: I: D: Error: command:
P: I: D: Error: command:
P: I: D: Error: command:
P: I: D: Error: command:
P: I: D: Error: command:
0,0,0,-320.0,-6.4
P: I: D: Error: command:
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
0,0,0,-320.0,-6.4
